Link,Comuna,Tipousuario,Direccion,Habitaciones,Baños,Precio,Descripcion,Titulo1,Anfitrion,Ubicacion,Fechapubli,Avisospublicados,Tipo,Estacionamiento,Avisosactivosfecha,Scrapdate
https://new.yapo.cl/inmuebles/departamentos-con-vista-al-mar_84987073,"Los Vilos, IV Coquimbo",,,2,1,$ 20.825,"Se arrienda temporada estival:  Departamentos 2do. piso (2) 50 mt2 c/u aprox. (2 dormitorios, 1 baño, sala de estar. con balcón con hermosa vista a la costa).  Valor diario $60.000.- más IVA (si necesita factura)  Casa 1er.piso (1) 100 mts2 aprox. (3 dormitorios, 2 baños, amplio living comedor y cocina).  Valor diario $95.000.- más IVA (si necesita factura)  Casa 180 mts2 aprox. (4 dormitorios, 3 baños, amplio living comedor y cocina).  valor diario $110.000.- más IVA (si necesita factura)",Departamentos con vista al mar,Carlos González,,08-01-2023,7,Departamento,1,1,13-02-2023
https://new.yapo.cl/inmuebles/casa-por-temporada-verano_85887634,"Coquimbo, IV Coquimbo",,,3,2,$ 35.000,Se arrienda acogedora casa en coquimbo para temporada verano de 6a8 personas sector las torres 3 dormitorios 2 baño 2 estacionamiento a 10 minutos de la playa herradura  Más consultas  Paga al llegar a la casa No pedimos abono,Casa por temporada verano,maria fernanda,,08-01-2023,34,Casa,2,2,13-02-2023
https://new.yapo.cl/inmuebles/verano-en-la-serena--casa-buen-sector_85887375,"La Serena, IV Coquimbo",,,2,1,$ 45.000,"Arriendo verano turistas, La Serena , tranquilidad, conectividad a playa, centro, valle, vivienda bien equipada, estacionamiento, muy cerca Jumbo supermercado y tiendas, restaurantes.","Verano en La Serena , casa buen sector",Alex Ferreiros,,08-01-2023,16,Casa,2,1,13-02-2023
https://new.yapo.cl/inmuebles/dpto-prima-fila-2d1be-playa-arena-y-mar-serena_85887088,"La Serena, IV Coquimbo",,,2,1,$ 70.000,"Dpto en condominio, en plena Ave del Mar, a pasos del faro de la serena, Conserjeria 24/7, recinto muy tranquilo y seguro. Cercano a todos los restaurantes y las cuatro esquinas. Disponible desde enero hasta marzo",Dpto prima fila 2D/1B/E Playa arena y mar. Serena,samer,,08-01-2023,1,Departamento,1,1,13-02-2023
https://new.yapo.cl/inmuebles/disponible-casa-desde-el-24-febrero-y-marzo_85886744,"La Serena, IV Coquimbo",,,4 o más dormitorios,2,$ 35.000,"Se arrienda casa amplia habilitada para 6 personas, valor por día 35.000 cómoda, en barrio muy tranquilo. Sector Villa La Florida. 4 dormitorios, 2 baños. WiFi, terraza.",Disponible casa desde el 24 febrero y Marzo,pamela Muñoz,,08-01-2023,4,Casa,1,1,13-02-2023
https://new.yapo.cl/inmuebles/casa-para-turistas_85886739,"Coquimbo, IV Coquimbo",Anuncio Profesional,,2,2,$ 35.000,"Casa para 5 personas, minutos playa la herradura coquimbo, estacionamiento, equipada,sector campestre, 12 minutos playa totoralillo,,febrero 40.000,",Casa para turistas,Mariela Esther Araya cortés,,08-01-2023,20,Casa,1,2,13-02-2023
https://new.yapo.cl/inmuebles/casa-en-guanqueros_85885737,"Coquimbo, IV Coquimbo",,,4 o más dormitorios,2,$ 100.000,"Se arrienda mes de enero y febrero casa en Guanqueros cerca de la playa para 12 personas valor por día $100.000 mínimo 5 dias, contactarse al",Casa en Guanqueros,Carla Contreras,,08-01-2023,5,Casa,3,1,13-02-2023
https://new.yapo.cl/inmuebles/cabaa-playa-la-herradura_85885566,"Coquimbo, IV Coquimbo",Anuncio Profesional,,2,1,$ 35.000,"Tengo disponible desde hoy mi cabaña con excelente ubicación, estacionamiento hasta 3 vehículos, equipada para 4 a 5 personas (2D, 1B) en sindempart Coquimbo, un barrio tranquilo y cercano a supermercados, verdulerías, carnicerías, negocios, comisaría, entre otros, a 600 metros de ""playa La Herradura"".  $35.000 Cabaña aislada solo para el grupo que arriende.  Fechas disponibles: 08 de enero hasta 28 de enero. Desde el 24 de febrero hasta el 21 de marzo",Cabaña playa La Herradura,Jean Olivares,,08-01-2023,120,Cabaña,3,3,13-02-2023
https://new.yapo.cl/inmuebles/casa-temporada-de-verano-la-serena-la-florida_85885324,"La Serena, IV Coquimbo",,,2,1,$ 60.000,Se arrienda casa Temporada de verano  A pasos del aeropuerto y conexión con la ruta D-41 (Valle de Elqui)  A 15 minutos de la playa  A 10 minutos del centro de la serena  Cercano a supermercados  Condominio con seguridad las 24 horas del día  Estacionamiento  Se admiten mascotas  Wifi  De 4 - 6 huéspedes  +56961935778,"Casa temporada de verano la serena, la florida",Belén,,08-01-2023,56,Casa,1,1,13-02-2023
https://new.yapo.cl/inmuebles/hermoso-departamento-por-dia_85884927,"La Serena, IV Coquimbo",,,3,1,$ 40.000,"Disponibilidad todo enero y febrero es l departamento consta con tres dormitorios una habitación matrimonialcon una cama de dos plazas, la segunda habitación con dos camas de plaza y media y la tercera habitación con una cama de plaza y media.hubicado a pasos de supermercado, bencineras y farmacia,a 5 minutos del centro de serena y a 10 minutos de la playa el faro y caleta San Pedro. El condominio se encuentra completamente equipado consta con seguridad via cámaras y guardia de seguridad las 24 horas del dia,incluye áreas verdes , piscina,kincho , juegos infantiles, estacionamiento propio y para visitas cualquier consult",hermoso departamento por dia,Rosa Rivera Vera,,08-01-2023,1,Departamento,2,1,13-02-2023
