Link,Comuna,Tipousuario,Direccion,Habitaciones,Baños,Precio,Descripcion,Titulo1,Anfitrion,Ubicacion,Fechapubli,Avisospublicados,Tipo,Estacionamiento,Avisosactivosfecha,Scrapdate
https://new.yapo.cl/inmuebles/departamento-en-la-serena_86223855,"La Serena, IV Coquimbo",,,3,2,$ 650.000,"Arriendo  Departamento SIN MUEBLES año corrido.  Altos del Milagro 2, La Serena.  Excelente ubicación, a un costado del Supermercado Unimarc. 4to piso. ascensor. 74mts2. 3 Amplios Dormitorios (Cabe una cama de 2 plaza en cada uno y en el principal una super king). 2 Amplios baños completos (dormitorio principal en suite). Living comedor. Cocina amoblada. Loggia. Terraza en Living y dormitorio. Piscina. Juegos infantiles. Áreas verdes. Estacionamiento. Bodega. Sala lavandería. Quincho. Sala de reuniones.  Acceso controlado (24 horas).  Trato directo con el dueño!  $650.000 GC incluido.  Disponibilidad desde 1 de abril.  Se puede ver previa coordinación desde febrero.   Valor arriendo mensual $ 650.000. (incluye gasto común).  Requisitos:   1 mes de garantía: $ 650.000.-  Poseer contrato indefinido.  12 ultimas cotizaciones.  6 ultimas liquidaciones.  Certificado de antecedentes   Certificado Dicom platinium",Departamento en La Serena,Ronald Cereceda,,08-02-2023,27,Departamento,1,1,14-02-2023
https://new.yapo.cl/inmuebles/marzo-a-diciembre-sector-4-esquinas_86155297,"La Serena, IV Coquimbo",Anuncio Profesional,,2,2,$ 550.000,"Super departamento en Condominio Terrazas del sol III. Los perales poniente 0665. La Serena (a una cuadra de calle 4 esquinas)   2D y 2B, amplio balcón. Cómodamente amoblado. Cocina equipada, encimera de granito. Buena aislación térmica (ventanas termo panel), finas terminaciones. Depto con cerradura digital. Vista al mar en segunda línea.   El Condominio cuenta con conserjería 24/7, piscina que funciona en temporada, sala de juegos, quinchos, lavandería. Muy buena conectividad, central y cerca de centros de estudios, comercios, centros médicos, etc.   El cánon de Arriendo de 550.000 mensual, incluye: -Gastos comunes  -Internet y TV cable  -estacionamiento  -sin bodega   REQUISITOS:  +$550.000 mes por adelantado +$800.000 garantía  +$275.000 comisión de corretaje (impuesto incluido) se paga una sola vez.   Antecedentes:  -nombre completo (copia de cédula de identidad).   -indicar grupo o persona que habitará el espacio  -Últimas 3 Liquidaciones de sueldo y/o últimas declaraciones de impuesto a la renta   -certificado de antigüedad laboral  -certificado de cotizaciones previsionales (últimos 3 meses)   -en caso de persona jurídica, presentar razón social, Rut y giro social, domicilio social, datos del representante legal, estado de situación para acreditar renta.   -certificado de dicom del arriendo   -Considerar que la renta del postulante debe ser mínimo tres veces mayor el valor del arriendo. También se puede complementar renta con otra persona. En este caso, ambas personas deben presentar la misma documentación.   - Se hace contrato notarial   Toda la documentación se debe enviar al correo",Marzo a diciembre sector 4 esquinas,EnLaPlaya Propiedades,,08-02-2023,13,Departamento,,1,14-02-2023
https://new.yapo.cl/inmuebles/casa-bosque-san-carlos_86223393,"Coquimbo, IV Coquimbo",,,2,1,$ 350.000,"Se arrienda casa en el bosque San Carlos con 2 dormitorio ( 1 ampliado ) con sus respectivos closet, con portón entrada de vehiculo, con una bodega y una lavandería  Con protecciónes en todas las ventanas  Y parte del patio techado",Casa Bosque San Carlos,Anastasia grey,,08-02-2023,3,Casa,,1,14-02-2023
https://new.yapo.cl/inmuebles/se-arrienda-hermosa-casa-ubicada-en-estancia-el-sa_86223350,"Coquimbo, IV Coquimbo",Anuncio Profesional,,3,2,$ 450.000,"Se arrienda año corrido casa de 2 pisos en perfecto estado, ubicada en la primera etapa de Estancia El Sauce, Coquimbo. Excelente ubicación en sector residencial a metros de colegios, jardines infantiles, centro de salud, supermercados y locomoción. La propiedad cuenta con:  3 dormitorios. 2 baños. Living-comedor. Cocina. Patio trasero y ante jardín. 1 Estacionamiento. Precio de arriendo $450.000 mensual. Se debe considerar el mes de arriendo más un mes de garantía y 50% comisión corretaje por única vez.  Disponibilidad inmediata!",Se arrienda hermosa casa ubicada en Estancia El Sa,ALL Propiedades,,08-02-2023,76,Casa,1,25,14-02-2023
https://new.yapo.cl/inmuebles/casa-la-serena_85454380,"La Serena, IV Coquimbo",Anuncio Profesional,,3,1,$ 700.000,"SE ARRIENDA HERMOSA CASA AMOBLADA 3 HABITACIONES 1 BAÑO ESTACIONAMIENTO Cerca a supermercados, colegios  Contactar al fono 944233031 JOCELYN FLORES ASESORA INMOBILIARIA Mes de garantía más mes de arriendo y más honorarios de corredora 50% del canon de arriendo .",Casa La Serena,Agente Propiedades,"['lat=-30.7546652', 'lon=-70.9005536']",08-02-2023,842,Casa,,842,14-02-2023
https://new.yapo.cl/inmuebles/departamento-condominio-playa-pacfico-la-serena_86224622,"La Serena, IV Coquimbo",Anuncio Profesional,,2,1,$ 420.000,"Grupo Premium Propiedades tiene para usted y familia un Acogedor y Amplio Departamento en excelente sector como lo es Condominio Playa Pacifico, en La Ciudad de la serena, IV Región, a pocos metros de la Playa. Características: 2 Dormitorios, de piso cerámica, 1 Baño, Cocina cerrada y equipada, living comedor amplio con salida a la Terraza, con buena iluminación. Características del Condominio: Sector seguro y Tranquilo Conserjería las 24 horas del día Piscina Estacionamiento  Estacionamientos de visita Quincho Areas Verdes.  Arriendo Amoblado de Marzo a Diciembre Gastos Comunes y Wifi Incluidos   Para Mayor Información y coordinación de visitas contactar a:  DEYSI ROSALES JORQUERA Agente Inmobiliario Teléfono 985104216",DEPARTAMENTO Condominio Playa Pacífico La Serena,Grupo Premium Santiago,"['lat=-29.9386011', 'lon=-71.2831868']",08-02-2023,9.376,Departamento,,1.149,14-02-2023
https://new.yapo.cl/inmuebles/departamento-coquimbo_85450259,"Coquimbo, IV Coquimbo",Anuncio Profesional,,3,2,$ 1.131.792,"Se arrienda amplio departamento en la playa, ubicado en sector de Peñuelas a solo pasos del Casino de Juegos de Coquimbo y cercano a restaurantes, bares, malls, supermercados, colegios, acceso a ruta 5, etc. Departamento de 110 m2, con piso de porcelanato, incluye 3 habitaciones (Principal en suite) y 2 baños. Se distribuye de la siguiente manera: Hall de acceso, cocina independiente con comedor de diario y completamente equipada con vista despejada al oriente. Living comedor con salida a terraza con vista al mar, 2 dormitorios que comparten un baño con luz natural, y dormitorio principal con baño y salida a terraza.  El departamento se arrienda completamente amoblado, con 1 bodega y 2 estacionamientos. El valor del arriendo incluye gastos comunes, y el pago de todas las cuentas (Luz, agua, internet y cable) Edificio cuenta con piscina, áreas verdes, estacionamientos de visita, lavandería, sala multiuso, etc. Para más información, contactar a Century 21 Amalfi, en Juan Arenas Martínez 1045, local 1, Peñuelas, Coquimbo. Celular +569 982 682 39 o al mail",DEPARTAMENTO Coquimbo,Century21 Amalfi,"['lat=-29.947374219494', 'lon=-71.292320479376']",08-02-2023,170,Departamento,,170,14-02-2023
https://new.yapo.cl/inmuebles/casa-scl33522condominio-cumbres-del-sauce8230_86224744,"Coquimbo, IV Coquimbo",Anuncio Profesional,,3,2,$ 450.000,"ARRIENDA HERMOSA CASA AISLADA DE DOS PISOS, UBICADA EN CONDOMINIO CUMBRES DEL SAUCE COQUIMBO (SCL33522)Amplio living comedor con piso cerámica, cocina totalmente amoblada y equipada con campana, encimera y horno, 3 habitaciones alfombradas con closets, 2 baños con piso cerámica, amplio patio, lugar muy tranquilo cercano a Colegios, Centro de salud, locomoción, Supermercados, a 10 minutos en vehículo de playa La Herradura. Valor de arriendo $ 450.000.- incluidos Gastos Comunes Requisitos para arrendar PERSONA NATURAL (EMPLEADO EN UNA EMPRESA) - Ingresos 3 veces el monto del arriendo -Últimas 6 liquidaciones de sueldo. - Contrato con antigüedad en la empresa. - Certificado de AFP 12 últimos meses - Fotocopia carnet de identidad por ambas caras - Certificado Dicom  PERSONA NATURAL (INDEPENDIENTE) - Formulario 29 o Declaración de IVA de los últimos 12 meses - Formulario 22 o Declaración de impuestos anuales a la renta de los últimos 2 años o Carpeta Tributaria últimos 2 años. SII - Certificado Dicom Para visitas contacta a tu Agente Inmobiliario: Silvia Cisternas L. 56 9 5035 7431 correo;  GRUPO PREMIUM PROPIEDADES CUARTA REGIÓN COQUIMBO",Casa (scl33522)condominio cumbres del sauce…,Grupo Premium Santiago,"['lat=-29.996509', 'lon=-71.3337839']",08-02-2023,9.376,Casa,,1.149,14-02-2023
https://new.yapo.cl/inmuebles/local-rengifo-la-serena_85056210,"La Serena, IV Coquimbo",Anuncio Profesional,,,,$ 480.000,"Ubicado en pleno centro de La Serena, de 53 metros cuadrados, con un baño, Estacionamiento y bodega. con buen flujo de publico, dentro de un edificio habitacional, a pasos de supermercados, tiendas , plaza de la Serena. Local de vidrio, lo que le permite una buena visibilidad y publicidad constante, mucha iluminación. Se pagan gastos comunes $ 95.000 Para mayor información, contactar a Century 21 Fontana +569 3398 5646",LOCAL Rengifo La Serena,Century 21 Fontana,"['lat=-29.8985631', 'lon=-71.2447995']",08-02-2023,544,Comercial e industrial,,176,14-02-2023
https://new.yapo.cl/inmuebles/oficina-jose-miguel-carrera-vicua_83653995,"Vicuña, IV Coquimbo",Anuncio Profesional,,,,$ 300.000,"Se arrienda de 20 m2 con baño privado, interior centro comercial de Vicuña. Luz y agua potable, buena conectividad, cercano a Plaza de Armas, Municipalidad, taxis, colectivos, terminal de buses, banco, pub, restaurantes. Para mayor información contactar a Century 21 Fontana +569 3398 5646",OFICINA Jose Miguel Carrera Vicuña,Century 21 Fontana,"['lat=-30.0338649', 'lon=-70.7107202']",08-02-2023,544,Oficina,,176,14-02-2023
