Link,Comuna,Tipousuario,Direccion,Habitaciones,Baños,Precio,Descripcion,Titulo1,Anfitrion,Ubicacion,Fechapubli,Avisospublicados,Tipo,Estacionamiento,Avisosactivosfecha,Scrapdate
https://new.yapo.cl/inmuebles/departamento-avda-pacifico-la-serena_86139356,"La Serena, IV Coquimbo",Anuncio Profesional,,3,2,$ 700.000,"ARRIENDO 15 de Marzo 2023 - 15 de Diciembre 2023  Departamento amoblado y equipado para 6 personas, ubicado en el piso 7, cuenta con 3 dormitorios, 1 con cama Matrimonial 1 baño en suite y otros 2 dormitorios con camas 2 camas de 2 plazas cada uno, 1 estacionamiento, calefacción, cocina equipada con horno y encimera, terraza con espectacular vista al mar, a la laguna y a la bahía de Coquimbo. Año de construcción del edificio 2013.  En canon de Arriendo incluye los Gastos Comunes.  Departamento en primera línea ubicado en el Condominio Laguna del Mar, el único resort urbano en La Serena. Cuenta con laguna artificial de 2.5 hectáreas, piscinas, cancha de tenis, juegos infantiles y salón multiuso. El Condominio Laguna del Mar está ubicado en el sector norte de la ciudad de la Serena, al costado norte del famoso Faro, destacándose por su tranquilidad y su acceso directo a la playa sin la necesidad de movilizarse en auto. Cuenta con vigilancia y acceso controlado las 24 horas del día, tanto en el acceso al condominio como en la recepción de cada edificio. En el sector aledaño podrá encontrar supermercado, mall y grandes, servicios de asistencia médica, lugares turísticos tradicionales, monumentos y muchas más atracciones locales. __________  Contáctanos para conocer mayores antecedentes sobre esta propiedad; estaremos encantados de asesorarte.  Matías Pizarro De la Piedra Teléfono: +56 999318956 Email:   Karen Véliz Henríquez Teléfono: +56 999318894 Email:",DEPARTAMENTO Avda. Pacifico La Serena,Karen Veliz - Facility Manager,"['lat=-29.8993556', 'lon=-71.2705498']",31-01-2023,22,Departamento,,22,15-02-2023
https://new.yapo.cl/inmuebles/oficina-edificio-fleming-balmacedaamunateg8230_85452694,"La Serena, IV Coquimbo",Anuncio Profesional,,,,$ 390.000,"Oficina en Edificio Alexander Fleming.   El Edificio Fleming se ubica en un sector consolidado de servicios médicos y laboratorios, es considerado como uno de los centros privados con la mayor cantidad de profesionales y especialidades médicas de la IV Región.  La Oficina está ubicada en el segundo piso del edificio, de rápido acceso por las escaleras y ascensores. Cuenta con 18 m2 + 10 m2 de Área de recepción + Baño privado, orientación poniente con buena iluminación. Se arrienda semi amoblado con equipo de aire acondicionado, mesón, muebles, repisas, sillas y escritorio. Esta habilitada para atender desde el primer día.  Resumen  Oficina: - Ubicada en el 2do piso - Área de Recepción - 1 privado - Baño privado - Semi amoblado (privado y recepción) - Equipo de aire acondicionado - Orientación Poniente - Buena iluminación. - Recién pintada.  En el Edifico: - Cafetería en 1er Piso - Recepción: atención y orientación e informaciones. - 2 Estacionamiento PMR - 28 Estacionamientos para visitas  - Acceso para personas con movilidad reducida - 2 Ascensores - Seguridad 24 hrs - Cámaras de seguridad.   VALOR DE ARRIENDO $ 390.000 (INCLUYE GASTOS COMUNES).  PAGOS: 1.- MES DE ARRIENDO (Proporcional actual) 2.- GARANTÍA  3.- HONORARIOS CORRETAJE: - CONTRATO A UN AÑO: Paga el 50% del valor del arriendo  - CONTRATO SOBRE 2 AÑOS: 2% del valor total por el periodo de arriendo, con un mínimo de un mes de arriendo. 4.- GASTOS NOTARIALES  REQUISITOS NECESARIOS EXCLUYENTES. 1.- Renta mínima Individual o complementada con otra persona de $1.170.000 2.- Mes de Garantía 3.- Presentar Codeudor Solidario (Si no tiene puede dejar una SEGUNDA GARANTÍA equivalente a 1 mes de arriendo a través de cuotas mensuales o a través de un cheque sin fecha).  Contáctanos: José Valenc",OFICINA Edificio Fleming Balmaceda/Amunateg…,Javier Lynch,"['lat=-29.909091', 'lon=-71.2501544']",31-01-2023,6,Oficina,,6,15-02-2023
https://new.yapo.cl/inmuebles/departamento-de-marzo-a-diciembre_85929344,"La Serena, IV Coquimbo",Anuncio Profesional,,2,1,$ 420.000,"Descripción:  Departamentos arriendo desde el 15 de marzo al 15 de diciembre con una excelente ubicación cercano a centro comercial Puertas del mar en donde encontrarás sucursal supermercado, Sodimac, patios de comida, juegos electrónicos, muy cercano a Avenida Francisco de Aguirre con conectividad directo al Faro de La Serena y avenida del mar, (5 minutos aproximadamente)  Impecables y se encuentran completamente equipados para 4 personas.  Teléfono de Contacto 985325354  Cuentan con:  Living Comedor de diario Cocina americana completamente equipada Terraza Estacionamiento Servicio de Wifi  Además el condominio cuenta con:  Piscina Juegos infantiles Lavandería Quinchos Salones multiuso Ascensor conserjería las 24 horas  Teléfono de Contacto 985325354",departamento de Marzo a Diciembre,Elqui Valley Gestion Inmobiliaria,,31-01-2023,429,Departamento,1,73,15-02-2023
https://new.yapo.cl/inmuebles/arriendo-ao-corrido-cerca-de-inacap-la-serena_86137522,"La Serena, IV Coquimbo",Anuncio Profesional,antonio aguilar 805 ,3,1,$ 580.000,"MedHer Propiedades Arrienda departamento amoblado, año corrido. Cuenta con 3 dormitorios, 1 baño, cocina americana, sala de estar, ascensor, estacionamiento, piscina, quinchos.  Emplazado en el sector de Puertas del Mar, cercano a supermercado, mall puerta del mar, servicentro y locales de comida. A 1 cuadra de INACAP, cercano a Universidad Central y UST (DOMO).  Valor: $580.000 mensual, incluye los gastos comunes del condominio.  Considerar Pago de Mes de Arriendo, Garantía y Comisión ------ MedHer Propiedades ------","Arriendo Año Corrido cerca de INACAP, La Serena",MedHer Propiedades,"['lat=-29.907180574998414', 'lon=-71.26985549926758']",31-01-2023,420,Departamento,1,9,15-02-2023
https://new.yapo.cl/inmuebles/depto-a-100-mts-de-la-avenida-del-mar_83750364,"La Serena, IV Coquimbo",Anuncio Profesional,,2,1,$ 50.000,SINERGIA Propiedades Arrienda por día depto:  2 dormitorios 1 baño 1 estacionamiento Completamente amoblado TV Cable Sin Wifi  Arriendo mínimo 2 noches,Depto a 100 mts de La Avenida del Mar,SINERGIA Propiedades e.i.r.l,,31-01-2023,294,Departamento,,8,15-02-2023
https://new.yapo.cl/inmuebles/avenida-del-mar_86135789,"La Serena, IV Coquimbo",,,1,1,$ 60.000,"Arriendo departamento en Av. del Mar 800 La Serena. Frente al Faro y con vista al mar. Un dormitorio matrimonial, más cama especial de una plaza y un sofá cama de una plaza y media. Terraza vista al mar. Totalmente equipado. Dos piscinas, estacionamiento techado, conserjería las 24 horas, lavandería, WiFi, dos Smart TV.",Avenida del Mar,Julián,"['lat=-29.9091277', 'lon=-71.2742319']",30-01-2023,8,Departamento,,2,15-02-2023
https://new.yapo.cl/inmuebles/departamento-en-la-serena-avda-ulriksen_86135270,"La Serena, IV Coquimbo",Anuncio Profesional,,3,1,$ 475.000,"Arriendo cómodo departamento, con buena conectividad. Ubicado Avenida Ulriksen, cercano a colegios, supermercados, restaurantes, minimarket, etc Cuenta con: - Living y comedor -Balcón - Cocina con despensa, logia - Dormitorio principal con closet amplio _ Segundo dormitorios con amplio closet - Tercer dormitorio para cama una plaza con closet mediano - Baño completo - Piso flotante en todo el departamento -Estacionamiento incluido -En primer piso - Sector muy tranquilo y seguro - Cuenta con paneles solares lo que disminuye gastos de gas en agua caliente.   Edificio cuenta con:  Piscina  Areas verdes  Juego para niños Estacionamiento de visitas Acceso controlado 24 horas Año Corrido","Departamento en la Serena, Avda Ulriksen",Johanna Espejo,,30-01-2023,52,Departamento,,11,15-02-2023
https://new.yapo.cl/inmuebles/arriendo-depto-en-condominio-altos-del-sendero_86135018,"La Serena, IV Coquimbo",Anuncio Profesional,,3,2,$ 450.000,"Valor Arriendo amoblado $ 450.000.- Incluidos los gastos comunes.  Descripción:  El departamento consta de: 3 dormitorios , 2 baños, living-comedor, cocina amoblada, con encimera, campana y horno eléctrico, living-comedor, bodega, y estacionamiento  En sus áreas comunes cuenta con piscina, quincho, juegos infantiles, máquinas de ejercicio bicicletero y estacionamiento para visitas.  Consejería y cámaras de vigilancia en exteriores y al interior de c/u de los edificios las 24 horas.  Situado en un entorno y ubicación privilegiados, por su cercanía a colegios, Centros comerciales, supermercados, áreas verdes, centros de salud. Además de contar con buena locomoción y conectividad con otros sectores de la ciudad.",Arriendo depto en condominio altos del sendero,Cecilia Molina,,30-01-2023,10,Departamento,,7,15-02-2023
https://new.yapo.cl/inmuebles/deptamento_86056385,"Coquimbo, IV Coquimbo",,,3,3,$ 380.000,Se arriendo depto en Coquimbo sector tranquilo buena conectividad locomoción a la puerta cerca del centro de Coquimbo interesados llamar a número sólo reales interesado,deptamento,Mireya Chamorro Diaz,,30-01-2023,2,Departamento,,2,15-02-2023
https://new.yapo.cl/inmuebles/arriendo-habitaciones-sector-universidad-central_86134240,"La Serena, IV Coquimbo",Anuncio Profesional,,,,$ 200.000,arriendo habitación a estudiante . completamente equipado. lindo departamento.+56950916719,Arriendo habitaciones. sector universidad central,ENRIQUETA MIRANDA,,30-01-2023,138,Pieza,,3,15-02-2023
