Link,Comuna,Tipousuario,Direccion,Habitaciones,Baños,Precio,Descripcion,Titulo1,Anfitrion,Ubicacion,Fechapubli,Avisospublicados,Tipo,Estacionamiento,Avisosactivosfecha,Scrapdate
https://new.yapo.cl/inmuebles/departamento-coquimbo_85623563,"Coquimbo, IV Coquimbo",Anuncio Profesional,,2,2,$ 500.000,"Se arrienda año corrido departamento completamente amoblado, en segunda línea frente al mar. Ubicado a pasos del Casino, con acceso peatonal a la playa, y cerca de los principales restaurantes y pubs de la región. Departamento ubicado en Condominio, piso 4, orientación norponiente, 2 dormitorios cada uno con walking closet y baño privado, cocina tipo kitchenette, living y terraza con malla de seguridad. Dentro de los gastos comunes que paga el arrendatario se incluye el pago de agua caliente. Para más información, contactar a Century 21 Amalfi, Celular +569 982 682 39 o al mail , en Juan Arenas Martínez #1045, local 1, Peñuelas, Coquimbo.",DEPARTAMENTO Coquimbo,Century21 Amalfi,"['lat=-29.9448009', 'lon=-71.287368']",11-02-2023,169,Departamento,,169,15-02-2023
https://new.yapo.cl/inmuebles/local-coquimbo_83418430,"Coquimbo, IV Coquimbo",Anuncio Profesional,,,,$ 800.000,"En arriendo local comercial de 45m2 a 1 cuadra del Mall Vivo de Coquimbo. Perfecto para instalar peluquerías, minimarkets, comercios varios, etc. Local se encuentra en calle Melgarejo, con excelente ubicación y gran flujo vehicular y peatonal. Para mayor información, contacta a Giancarlo Mortarini (51 281 2012 - )",LOCAL Coquimbo,Century21 Amalfi,"['lat=-29.958476528993', 'lon=-71.338943110451']",11-02-2023,169,Comercial e industrial,,169,15-02-2023
https://new.yapo.cl/inmuebles/casa-coquimbo_85248772,"Coquimbo, IV Coquimbo",Anuncio Profesional,,4 o más dormitorios,4 o más baños,$ 2.476.499,"Gran propiedad en uno de los barrios mas exclusivos de la ciudad de Coquimbo, con excelente conectividad y ubicación, ya que se encuentra cercana a la playa y acceso a autopistas. Esta propiedad de lujo cuenta con excelentes prestaciones y amplios espacios, en sus 3 niveles construidos, se distribuye de la siguiente manera: 1er Piso: Hall de acceso y distribución, en el ala sur se encuentra un amplio living con salida a excelente terraza con vista a la bahía de Coquimbo y comedor independiente para 8 personas con cúpula en el techo, todo con piso de fino mármol. Gran cocina con isla y un baño de visitas. En el ala norte se encuentra una sala de con bosca y salida a patio trasero, 3 habitaciones con salida a terraza y que comparten 1 baño completo. Además, se encuentra un pequeño ""departamento"" con separación del resto de la casa que cuenta con 1 dormitorio + 1 baño.  2do Piso: En el segundo nivel podemos encontrar 2 amplios dormitorios con walk in closet y cada uno con salida a terraza, un baño completo compartido y el dormitorio principal, que cuenta con bosca, baño con jacussi, walk in closet, y terraza con acceso a otra terraza en el techo con inmejorable vista al mar.  Piso -1: En este nivel se encuentran 2 dormitorios + 2 baños que pueden ser utilizados como dormitorios de servicios, además cuenta con una gran logia con acceso de servicio y un gimnasio.  En el exterior la propiedad cuenta con arreas verdes, gran piscina y estacionamiento para 3 vehículos La propiedad cuenta con cerco eléctrico en todo su perímetro, cámaras de vigilancia y sistema de alarma. Para más información, contactar a Century 21 Amalfi, en Juan Arenas Martínez 1045, local 1, Peñuelas, Coquimbo. Celular +569 982 682 39 o al mail",CASA Coquimbo,Century21 Amalfi,"['lat=-29.962974632654', 'lon=-71.289961596542']",11-02-2023,169,Casa,,169,15-02-2023
https://new.yapo.cl/inmuebles/comercial_86256731,"Coquimbo, IV Coquimbo",,,,,$ 1.200.000,Propiedad llano avenida Ossandon,comercial,carlos,,11-02-2023,2,Comercial e industrial,,2,15-02-2023
https://new.yapo.cl/inmuebles/local-ohiggins-centro-serena-la-serena_84826823,"La Serena, IV Coquimbo",Anuncio Profesional,,,,$ 2.200.000,"Disponible amplio local comercial, con superficie de 80 m2 ubicado en el centro de la ciudad.  La propiedad consta de dos niveles construidos, con amplia sala y un baño en primer piso y 4 box de atención o bodegas en el segundo nivel.  Ideal para atención comercial. cuenta con cortina metálica , Apta Retail, farmacia, oficinas Con gran ubicación, cercano a todos los servicios del sector céntrico de la ciudad y con excelente conectividad. Para mayor información contactar a Century 21 Fontana +569 3398 5646","LOCAL Ohiggins, Centro Serena La Serena",Century 21 Fontana,"['lat=-29.9595143', 'lon=-71.2605543']",11-02-2023,544,Comercial e industrial,,173,15-02-2023
https://new.yapo.cl/inmuebles/local-comercial-barrio-ingles-440m2-con-pot8230_84189225,"Coquimbo, IV Coquimbo",Anuncio Profesional,,,,$ 4.245.427,"Corresponde a local comercial desocupado, emplazado en calle Aldunate N°720 ex 718, también con salida a calle Melgarejo. La propiedad originalmente albergaba oficinas, envasado y almacenamiento de bebidas alcohólicas, desde hace ya un tiempo sin esa función. Se ubica en pleno centro de la ciudad de Coquimbo, en sector denominado Barrio Inglés, consolidado en usos comerciales, especialmente ligados a uso nocturno y gastronómico, como también algunas oficinas y administración pública. La propiedad tiene un terreno de 790 m2, sobre la cual, se conforman 3 secciones con un total de 1.545,87 m2. Área administrativa, con frente a calle Aldunate en 2 niveles, con superficie de 230,66 m2. Galpón central, en planta libre de 216,50 m2 y finalmente con salida a Calle Melgarejo, y un tercer volumen correspondiente a una bodega de niveles en planta libre y un baño con superficie de 1.098,71 m2  La propiedad se encuentra emplazada en zona ZCH-1, de conservación histórica de la ciudad de Coquimbo. Sector de fachadas continuas, sin antejardines  Tiene su acceso principal por calle Aldunate, deslinde Oriente, y por Melgarejo, deslinde Poniente.  OFICINAS:230M2   GALPÓN: 218M2  Planta libre, adosada a muros perimetrales del sitio, emplazado entre construcción principal (oficinas) y bodega. Se estructura en perfiles de acero, cubierta y revestimiento interior de muros con planchas de zinc. Altura 5,75 m y 7,35 m, lo que permite obtener luz natural. Piso: Baldosas.  EL Terreno con una superficie de 790 m2, Es de forma cercanamente regular y de topografía en pendiente aterrizada, hacia calle Melgarejo. En el sitio se emplazan 3 edificaciones, con una superficie total de 1.551,43 m2.  La primera edificación consta de oficinas, en 2 niveles, estructurada en albañilería de bloques y divisiones interiores en tabiquería, con una superficie de 229,68 m2 aprox.  La segunda edificación consta de un galp",LOCAL COMERCIAL Barrio Ingles 440m2 con pot…,Sandra Betancur Rivera,"['lat=-29.9503125', 'lon=-71.3374259']",11-02-2023,127,Comercial e industrial,,37,15-02-2023
https://new.yapo.cl/inmuebles/local-prat-vicua_83653964,"Vicuña, IV Coquimbo",Anuncio Profesional,,,,$ 1.945.821,"Edificación tipo casona de la ciudad de Vicuña, con 6 salas para equipar como oficina y hall central con chimenea. Consta de comedor, cocina y dos baños. Tres apartados en patio para habilitar como bodega y jardín. Corresponde a una edificación que puede ser utilizada también como restaurante o pub. Rodeada de banco, municipalidad, restaurantes, pub y centros comerciales. Excelente conectividad . Para mayor información contactar a Century 21 Fontana +569 3398 5646",LOCAL Prat Vicuña,Century 21 Fontana,"['lat=-30.0341955', 'lon=-70.711945']",11-02-2023,544,Comercial e industrial,,173,15-02-2023
https://new.yapo.cl/inmuebles/bodega-amplia_86256468,"La Serena, IV Coquimbo",,,,,$ 45.000,"Arriendo Bodegas de distinta dimensión, tengo de 8, 10 y 25 metros cuadrados. Esta ubicado en condominio con conserjeria las 24 horas muy seguro  En caso de cualquier consulta al whatapp",Bodega Amplia,Claudio Arias,,11-02-2023,74,"Estacionamiento, bodega u otro",,1,15-02-2023
https://new.yapo.cl/inmuebles/2-piezas-cerca-colegio-santa-marta_86256437,"Coquimbo, IV Coquimbo",,,,,$ 180.000,piezas con baño privado cada una,2 piezas cerca colegio santa marta,aida cristina molina rojas,,11-02-2023,1,Pieza,,1,15-02-2023
https://new.yapo.cl/inmuebles/local-avenida-estadio-la-serena_85983373,"La Serena, IV Coquimbo",Anuncio Profesional,,,,$ 1.415.142,"Local comercial cercano a Mall Plaza La Serena, con excelete conectividad a Avenida Balmaceda, Huanhualí y ruta 5.  Barrio comercial muy desarrollado, uno de los mejores de la ciudad. El local está cercano a notarías, Mall Plaza La Serena, varios bancos, supermercados, clínicas, restaurantes, colegios y otra gran varidedad de servicios. Todos a menos de 3 cuadras de distancia.  Un local esquina, de dos pisos, con salida directa a la calle, gran visibilidad y una fachada imponente. Tiene también 5 estacionamientos; 1 techado y 4 para clientes, algo muy escaso en el sector.   Primer piso; 55mt2 + 15 de patio Recepción Sala de espera Sala de reuniones 1 Baño  1 Oficina Cocina con comedor de diario Patio trasero 5 estacionamientos  Segundo piso: 55mt2 2 Oficinas 1 Sala de conferencias Baño Balcón  Una oportunidad para desarrollar su negocio en un sector de primera, de excelente conectividad y cercano a una gran variedad de clientes potenciales. Para mayor información, contacta a Franco Mortarini ( +56994404093 - )",LOCAL avenida estadio La Serena,Century 21 Fontana,"['lat=-29.9135353', 'lon=-71.2540192']",11-02-2023,544,Comercial e industrial,,173,15-02-2023
https://new.yapo.cl/inmuebles/pieza-estudiantes-a-2-cuadras-de-la-uls_85793150,"La Serena, IV Coquimbo",,,,,$ 160.000,"Arriendo pieza a estudiantes a 2 cuadras de la Uls, cerca del centro de la ciudad, Terminal de Buses, Hospital, Feria de Abastos, cuenta con lavadora, secadora, agua caliente. Incluye en el precio WiFi, Internet, TV Cable, Luz y Agua Valor $ 160.000.- Interesados contactarse a los teléfonos",pieza estudiantes a 2 cuadras de la ULS,Ernesto Eduardo Albornoz Mauro,,11-02-2023,25,Pieza,,2,15-02-2023
https://new.yapo.cl/inmuebles/oficina-la-serena_85150820,"La Serena, IV Coquimbo",Anuncio Profesional,,,,$ 2.582.635,"Casa se encuentra cercana a toda la estructura comercial y de servicios de La Serena, locomoción a la puerta, ubicada en Avenida de alta circulación, de 513 mt2 de terreno y 239 mt 2 construidos de material solido. Arriendo idealmente para centros médicos, clínicas en general. Se deben realizar mejoras al interior. Cuenta con Hall de espera y recepción, 6 dependencias (oficinas, box, consultas) 3 baños (1 habilitado para minusválidos). Estacionamiento para 2 vehículos con posibilidad de habilitar más acceso para mas estacionamientos. Bodega, Sótano. Antejardín, Patio. Para más información, contactar a Century 21 Amalfi, Celular +569 982 682 39 o al mail , en Juan Arenas Martínez #1045, local 1, Peñuelas, Coquimbo.",OFICINA La Serena,Century21 Amalfi,"['lat=-29.920864501547', 'lon=-71.24966331059']",11-02-2023,169,Oficina,,169,15-02-2023
https://new.yapo.cl/inmuebles/departamento-la-serena_85138531,"La Serena, IV Coquimbo",Anuncio Profesional,,2,1,$ 600.000,"Depto full amoblado, piso 10 con gran vista al mar. Disponible para arrendar de marzo a diciembre a pasos de la avenida del mar, excelente lugar para vivir y disfrutar del aire libre y la exquisita gastronomía de la región. Posee 2 dormitorios, 1 baño, cocina americana, estacionamiento. Edificio cuenta con piscina, áreas verdes , quincho, vigilancia las 24 horas. Para más información, contactar a Century 21 Amalfi, en Juan Arenas Martínez 1045, local 1, Peñuelas, Coquimbo. Celular +569 982 682 39 o al mail",DEPARTAMENTO La Serena,Century21 Amalfi,"['lat=-29.942489', 'lon=-71.2864309']",11-02-2023,169,Departamento,,169,15-02-2023
https://new.yapo.cl/inmuebles/oficina-avenida-videla-348-coquimbo_77946768,"Coquimbo, IV Coquimbo",Anuncio Profesional,,,,$ 1.621.046,"Amplio espacio de 70 mt2 Ampliable hasta 354 m2 (Precio= 0.55 UF + Iva (el metro cuadrado)) Las terminaciones se realizan de acuerdo al diseño que desea el arrendatario Gastos comunes de 190.000 (no incluidos en el precio de arriendo) Amplia disponibilidad de estacionamientos subterráneos a UF 1,5 + IVA  Edificio moderno, consta con excelente ubicación en pleno centro de Coquimbo, locomoción a la puerta y estacionamiento de visitas Para mayor información, contacta a Enrique Mortarini (2 2418 6074 - )",OFICINA Avenida Videla 348 Coquimbo,Century 21 Fontana,"['lat=-29.965926413901105', 'lon=-71.33555462698364']",11-02-2023,544,Oficina,,173,15-02-2023
